lat,long,prof_km,mag_m,mag_ms,mag_mw,type,fecha,hora
-16.0,-74.0,0,5.5,0.0,0.0,historico,1956-05-02,21:11:17
-6.0,-82.0,33,5.2,0.0,0.0,historico,1956-05-15,07:32:59
-16.5,-72.0,60,5.3,0.0,0.0,historico,1956-05-17,00:59:57
-18.0,-74.5,33,5.1,0.0,0.0,historico,1956-06-10,10:19:40
-5.0,-80.0,0,5.0,0.0,0.0,historico,1956-08-17,00:53:25
-12.0,-78.0,33,2.8,0.0,0.0,historico,1956-09-29,06:31:40
-15.5,-75.28,0,5.8,6.5,0.0,historico,1956-10-11,21:37:44
-8.5,-77.0,60,0.0,6.4,0.0,historico,1956-10-29,10:42:08
-17.0,-71.5,100,5.2,0.0,0.0,historico,1956-11-25,09:15:10
-17.5,-72.5,33,5.6,0.0,0.0,historico,1956-12-01,16:24:54
-2.0,-76.5,100,0.0,5.6,0.0,historico,1957-01-14,23:09:15
-12.5,-78.0,0,5.7,6.3,0.0,historico,1957-01-24,02:16:29
-11.4,-76.9,90,5.8,6.6,0.0,historico,1957-02-18,18:49:52
-15.75,-75.75,33,4.8,0.0,0.0,historico,1957-02-21,15:04:47
-13.75,-76.75,33,4.0,0.0,0.0,historico,1957-05-19,00:19:32
-18.0,-70.0,150,4.7,0.0,0.0,historico,1957-08-01,07:46:23
-5.0,-81.0,0,5.3,0.0,0.0,historico,1957-08-07,03:49:24
-7.0,-74.0,100,5.8,0.0,0.0,historico,1957-10-01,18:20:50
-14.5,-76.0,100,3.9,0.0,0.0,historico,1957-10-19,21:54:48
-10.0,-75.5,100,5.8,0.0,0.0,historico,1957-11-27,22:07:55
-14.5,-73.0,200,5.2,0.0,0.0,historico,1957-12-15,17:18:25
-16.5,-72.0,60,7.0,7.0,0.0,historico,1958-01-15,14:14:29
-16.0,-74.5,33,5.2,0.0,0.0,historico,1958-02-20,22:18:25
-13.5,-76.5,0,0.0,7.0,0.0,historico,1958-03-01,04:05:40
-8.0,-74.0,150,5.5,0.0,0.0,historico,1958-04-21,07:15:28
-11.0,-74.0,0,5.8,6.5,0.0,historico,1958-04-28,06:47:40
-6.5,-75.5,150,5.6,0.0,0.0,historico,1958-05-12,16:12:16
-3.0,-77.0,29,5.8,6.5,0.0,historico,1958-05-25,16:11:45
-3.0,-77.0,27,5.6,0.0,0.0,historico,1958-05-26,03:49:47
-16.0,-75.0,33,5.1,0.0,0.0,historico,1958-06-08,10:52:23
-7.5,-80.0,33,4.9,0.0,0.0,historico,1958-06-16,09:56:58
-15.5,-70.5,150,5.7,6.5,0.0,historico,1958-06-28,22:25:42
-13.5,-69.5,630,6.9,7.3,0.0,historico,1958-07-26,12:37:09
-12.5,-68.0,650,0.0,5.6,0.0,historico,1958-07-26,13:04:42
-9.5,-80.0,33,5.1,0.0,0.0,historico,1958-09-18,16:24:42
-16.0,-72.0,100,5.2,0.0,0.0,historico,1958-12-19,06:14:40
-15.0,-75.0,33,5.0,0.0,0.0,historico,1959-01-02,23:15:47
-14.84,-75.7,0,5.8,6.4,0.0,historico,1959-01-03,06:17:39
-16.5,-71.5,150,5.4,0.0,0.0,historico,1959-01-13,14:06:40
-4.5,-82.5,33,6.0,0.0,0.0,historico,1959-01-26,15:58:50
-4.205,-81.112,40,6.2,7.4,0.0,historico,1959-02-07,04:36:54
-4.0,-82.5,33,6.4,0.0,0.0,historico,1959-02-11,14:57:05
-4.0,-81.0,33,4.9,0.0,0.0,historico,1959-04-03,14:33:50
-18.5,-71.5,33,5.2,0.0,0.0,historico,1959-04-21,11:36:42
-8.0,-76.0,100,4.8,0.0,0.0,historico,1959-04-25,15:33:36
-9.0,-78.5,33,4.5,0.0,0.0,historico,1959-05-05,00:30:15
-17.0,-72.5,33,5.8,0.0,0.0,historico,1959-06-13,17:16:24
-4.0,-81.0,33,5.4,0.0,0.0,historico,1959-06-21,22:22:51
-16.5,-69.5,200,4.9,0.0,0.0,historico,1959-07-01,05:32:29
-15.5,-75.0,33,4.3,0.0,0.0,historico,1959-07-06,03:28:20
-15.0,-70.5,200,7.1,7.0,0.0,historico,1959-07-19,10:06:10
-8.0,-79.5,33,5.1,0.0,0.0,historico,1959-08-15,13:28:57
-9.0,-75.0,100,5.5,0.0,0.0,historico,1959-08-28,02:19:12
-9.0,-79.5,33,5.0,0.0,0.0,historico,1959-10-13,15:52:25
-9.0,-80.0,33,4.4,0.0,0.0,historico,1959-12-02,02:02:52
